split,task,model,partition,random_state,true_label,predicted_label,count
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,acetone,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,acetone,acetone,3
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,air,air,70
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,air,alcohol,10
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,air,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,alcohol,alcohol,81
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,alcohol,acetone,15
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,acetone,air,3
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,acetone,alcohol,20
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,acetone,acetone,73
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,acetone,acetone,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,air,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,acetone,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,air,air,70
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,air,alcohol,11
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,alcohol,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,alcohol,alcohol,73
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,alcohol,acetone,17
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,acetone,air,13
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,acetone,alcohol,8
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,acetone,acetone,75
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,acetone,acetone,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,air,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,acetone,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,air,air,68
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,air,alcohol,13
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,alcohol,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,alcohol,alcohol,90
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,alcohol,acetone,4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,acetone,air,3
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,acetone,alcohol,34
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,acetone,acetone,59
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,acetone,acetone,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,air,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,alcohol,alcohol,4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,acetone,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,air,air,67
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,air,alcohol,14
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,alcohol,air,5
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,alcohol,alcohol,68
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,alcohol,acetone,23
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,acetone,air,13
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,acetone,alcohol,18
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,acetone,acetone,65
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,acetone,acetone,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,air,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,acetone,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,air,air,66
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,air,alcohol,14
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,air,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,alcohol,air,5
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,alcohol,alcohol,81
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,alcohol,acetone,10
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,acetone,air,19
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,acetone,alcohol,25
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,acetone,acetone,52
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,air,air,6
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,air,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,alcohol,alcohol,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,alcohol,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,acetone,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,acetone,acetone,12
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,air,air,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,air,alcohol,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,air,acetone,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,alcohol,air,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,alcohol,alcohol,3
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,alcohol,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,acetone,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,acetone,alcohol,0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,acetone,acetone,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,air,air,67
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,air,alcohol,13
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,air,acetone,1
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,alcohol,air,4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,alcohol,alcohol,69
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,alcohol,acetone,23
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,acetone,air,2
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,acetone,alcohol,30
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,acetone,acetone,64
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,air,air,14
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,alcohol,alcohol,21
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,acetone,air,2
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,acetone,alcohol,1
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,acetone,acetone,19
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,air,air,6
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,air,alcohol,2
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,alcohol,air,1
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,alcohol,alcohol,9
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,acetone,air,1
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,acetone,acetone,9
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,air,air,68
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,air,alcohol,5
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,alcohol,air,2
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,alcohol,alcohol,84
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,acetone,air,10
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,acetone,alcohol,12
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,acetone,acetone,64
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,air,air,14
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,air,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,alcohol,alcohol,22
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,acetone,alcohol,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,acetone,acetone,22
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,air,air,6
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,air,alcohol,2
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,alcohol,alcohol,10
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,alcohol,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,acetone,air,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,acetone,alcohol,1
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,acetone,acetone,9
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,air,air,69
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,air,alcohol,4
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,air,acetone,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,alcohol,air,0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,alcohol,alcohol,86
